dates,searches,title
2014-06-29,2,Minions
2014-07-06,1,Minions
2014-07-13,1,Minions
2014-07-20,0,Minions
2014-07-27,1,Minions
2014-08-03,0,Minions
2014-08-10,1,Minions
2014-08-17,1,Minions
2014-08-24,0,Minions
2014-08-31,1,Minions
2014-09-07,1,Minions
2014-09-14,1,Minions
2014-09-21,1,Minions
2014-09-28,1,Minions
2014-10-05,0,Minions
2014-10-12,0,Minions
2014-10-19,1,Minions
2014-10-26,2,Minions
2014-11-02,100,Minions
2014-11-09,17,Minions
2014-11-16,12,Minions
2014-11-23,15,Minions
2014-11-30,11,Minions
2014-12-07,8,Minions
2014-12-14,6,Minions
2014-12-21,9,Minions
2014-12-28,5,Minions
2015-01-04,7,Minions
2015-01-11,4,Minions
2015-01-18,5,Minions
2015-01-25,4,Minions
2015-02-01,25,Minions
2015-02-08,7,Minions
2015-02-15,5,Minions
2015-02-22,4,Minions
2015-03-01,6,Minions
2015-03-08,3,Minions
2015-03-15,6,Minions
2015-03-22,3,Minions
2015-03-29,4,Minions
2015-04-05,2,Minions
2015-04-12,5,Minions
2015-04-19,4,Minions
2015-04-26,5,Minions
2015-05-03,6,Minions
2015-05-10,14,Minions
2015-05-17,14,Minions
2014-07-20,5,Macbeth
2014-07-27,0,Macbeth
2014-08-03,3,Macbeth
2014-08-10,0,Macbeth
2014-08-17,0,Macbeth
2014-08-24,3,Macbeth
2014-08-31,0,Macbeth
2014-09-07,0,Macbeth
2014-09-14,5,Macbeth
2014-09-21,2,Macbeth
2014-09-28,7,Macbeth
2014-10-05,2,Macbeth
2014-10-12,0,Macbeth
2014-10-19,7,Macbeth
2014-10-26,0,Macbeth
2014-11-02,0,Macbeth
2014-11-09,5,Macbeth
2014-11-16,5,Macbeth
2014-11-23,3,Macbeth
2014-11-30,2,Macbeth
2014-12-07,7,Macbeth
2014-12-14,0,Macbeth
2014-12-21,0,Macbeth
2014-12-28,5,Macbeth
2015-01-04,7,Macbeth
2015-01-11,0,Macbeth
2015-01-18,2,Macbeth
2015-01-25,2,Macbeth
2015-02-01,5,Macbeth
2015-02-08,2,Macbeth
2015-02-15,2,Macbeth
2015-02-22,2,Macbeth
2015-03-01,2,Macbeth
2015-03-08,2,Macbeth
2015-03-15,0,Macbeth
2015-03-22,3,Macbeth
2015-03-29,7,Macbeth
2015-04-05,2,Macbeth
2015-04-12,2,Macbeth
2015-04-19,2,Macbeth
2015-04-26,7,Macbeth
2015-05-03,0,Macbeth
2015-05-10,20,Macbeth
2015-05-17,10,Macbeth
2015-05-24,18,Macbeth
2015-05-31,100,Macbeth
2015-06-07,70,Macbeth
2015-06-14,21,Macbeth
2015-06-21,5,Macbeth
2015-06-28,14,Macbeth
2015-07-05,8,Macbeth
2015-07-12,0,Macbeth
2014-05-04,0,Manglehorn
2014-05-11,0,Manglehorn
2014-05-18,0,Manglehorn
2014-05-25,0,Manglehorn
2014-06-01,0,Manglehorn
2014-06-08,0,Manglehorn
2014-06-15,0,Manglehorn
2014-06-22,0,Manglehorn
2014-06-29,0,Manglehorn
2014-07-06,27,Manglehorn
2014-07-13,0,Manglehorn
2014-07-20,26,Manglehorn
2014-07-27,0,Manglehorn
2014-08-03,0,Manglehorn
2014-08-10,0,Manglehorn
2014-08-17,0,Manglehorn
2014-08-24,25,Manglehorn
2014-08-31,100,Manglehorn
2014-09-07,98,Manglehorn
2014-09-14,0,Manglehorn
2014-09-21,0,Manglehorn
2014-09-28,0,Manglehorn
2014-10-05,0,Manglehorn
2014-10-12,0,Manglehorn
2014-10-19,24,Manglehorn
2014-10-26,25,Manglehorn
2014-11-02,0,Manglehorn
2014-11-09,0,Manglehorn
2014-11-16,0,Manglehorn
2014-11-23,26,Manglehorn
2014-11-30,0,Manglehorn
2014-12-07,0,Manglehorn
2014-12-14,0,Manglehorn
2014-12-21,0,Manglehorn
2014-12-28,0,Manglehorn
2015-01-04,0,Manglehorn
2015-01-11,47,Manglehorn
2015-01-18,0,Manglehorn
2015-01-25,0,Manglehorn
2015-02-01,23,Manglehorn
2015-02-08,23,Manglehorn
2015-02-15,0,Manglehorn
2015-02-22,0,Manglehorn
2015-03-01,0,Manglehorn
2015-03-08,24,Manglehorn
2015-03-15,0,Manglehorn
2015-03-22,26,Manglehorn
2015-03-29,0,Manglehorn
2015-04-05,0,Manglehorn
2015-04-12,24,Manglehorn
2015-04-19,48,Manglehorn
2015-04-26,49,Manglehorn
2015-05-03,0,Manglehorn
2013-10-06,0,Search Party
2013-10-13,0,Search Party
2013-10-20,0,Search Party
2013-10-27,0,Search Party
2013-11-03,0,Search Party
2013-11-10,0,Search Party
2013-11-17,0,Search Party
2013-11-24,0,Search Party
2013-12-01,0,Search Party
2013-12-08,0,Search Party
2013-12-15,0,Search Party
2013-12-22,0,Search Party
2013-12-29,0,Search Party
2014-01-05,0,Search Party
2014-01-12,0,Search Party
2014-01-19,0,Search Party
2014-01-26,0,Search Party
2014-02-02,0,Search Party
2014-02-09,0,Search Party
2014-02-16,0,Search Party
2014-02-23,0,Search Party
2014-03-02,0,Search Party
2014-03-09,0,Search Party
2014-03-16,78,Search Party
2014-03-23,0,Search Party
2014-03-30,0,Search Party
2014-04-06,0,Search Party
2014-04-13,80,Search Party
2014-04-20,0,Search Party
2014-04-27,0,Search Party
2014-05-04,0,Search Party
2014-05-11,0,Search Party
2014-05-18,0,Search Party
2014-05-25,0,Search Party
2014-06-01,93,Search Party
2014-06-08,0,Search Party
2014-06-15,0,Search Party
2014-06-22,94,Search Party
2014-06-29,100,Search Party
2014-07-06,0,Search Party
2014-07-13,93,Search Party
2014-07-20,93,Search Party
2014-07-27,0,Search Party
2014-08-03,98,Search Party
2014-08-10,0,Search Party
2014-08-17,0,Search Party
2014-08-24,90,Search Party
2014-08-31,0,Search Party
2014-09-07,85,Search Party
2014-09-14,0,Search Party
2014-09-21,0,Search Party
2014-09-28,0,Search Party
2013-10-13,0,Skin Trade
2013-10-20,0,Skin Trade
2013-10-27,0,Skin Trade
2013-11-03,0,Skin Trade
2013-11-10,0,Skin Trade
2013-11-17,0,Skin Trade
2013-11-24,0,Skin Trade
2013-12-01,0,Skin Trade
2013-12-08,0,Skin Trade
2013-12-15,0,Skin Trade
2013-12-22,0,Skin Trade
2013-12-29,0,Skin Trade
2014-01-05,0,Skin Trade
2014-01-12,0,Skin Trade
2014-01-19,0,Skin Trade
2014-01-26,0,Skin Trade
2014-02-02,0,Skin Trade
2014-02-09,0,Skin Trade
2014-02-16,0,Skin Trade
2014-02-23,0,Skin Trade
2014-03-02,0,Skin Trade
2014-03-09,0,Skin Trade
2014-03-16,0,Skin Trade
2014-03-23,84,Skin Trade
2014-03-30,0,Skin Trade
2014-04-06,86,Skin Trade
2014-04-13,86,Skin Trade
2014-04-20,87,Skin Trade
2014-04-27,0,Skin Trade
2014-05-04,0,Skin Trade
2014-05-11,0,Skin Trade
2014-05-18,0,Skin Trade
2014-05-25,0,Skin Trade
2014-06-01,0,Skin Trade
2014-06-08,100,Skin Trade
2014-06-15,0,Skin Trade
2014-06-22,0,Skin Trade
2014-06-29,0,Skin Trade
2014-07-06,0,Skin Trade
2014-07-13,0,Skin Trade
2014-07-20,0,Skin Trade
2014-07-27,0,Skin Trade
2014-08-03,0,Skin Trade
2014-08-10,0,Skin Trade
2014-08-17,0,Skin Trade
2014-08-24,0,Skin Trade
2014-08-31,0,Skin Trade
2014-09-07,0,Skin Trade
2014-09-14,94,Skin Trade
2014-09-21,0,Skin Trade
2014-09-28,0,Skin Trade
2014-10-05,93,Skin Trade
2014-01-19,0,The Lovers
2014-01-26,28,The Lovers
2014-02-02,0,The Lovers
2014-02-09,14,The Lovers
2014-02-16,28,The Lovers
2014-02-23,28,The Lovers
2014-03-02,42,The Lovers
2014-03-09,0,The Lovers
2014-03-16,14,The Lovers
2014-03-23,14,The Lovers
2014-03-30,28,The Lovers
2014-04-06,72,The Lovers
2014-04-13,29,The Lovers
2014-04-20,59,The Lovers
2014-04-27,100,The Lovers
2014-05-04,88,The Lovers
2014-05-11,30,The Lovers
2014-05-18,48,The Lovers
2014-05-25,69,The Lovers
2014-06-01,51,The Lovers
2014-06-08,34,The Lovers
2014-06-15,52,The Lovers
2014-06-22,51,The Lovers
2014-06-29,54,The Lovers
2014-07-06,17,The Lovers
2014-07-13,34,The Lovers
2014-07-20,17,The Lovers
2014-07-27,67,The Lovers
2014-08-03,18,The Lovers
2014-08-10,33,The Lovers
2014-08-17,66,The Lovers
2014-08-24,0,The Lovers
2014-08-31,16,The Lovers
2014-09-07,0,The Lovers
2014-09-14,16,The Lovers
2014-09-21,0,The Lovers
2014-09-28,16,The Lovers
2014-10-05,48,The Lovers
2014-10-12,0,The Lovers
2014-10-19,47,The Lovers
2014-10-26,32,The Lovers
2014-11-02,0,The Lovers
2014-11-09,0,The Lovers
2014-11-16,31,The Lovers
2014-11-23,16,The Lovers
2014-11-30,0,The Lovers
2014-12-07,0,The Lovers
2014-12-14,49,The Lovers
2014-12-21,0,The Lovers
2014-12-28,17,The Lovers
2015-01-04,47,The Lovers
2015-01-11,31,The Lovers
2013-10-06,10,RISE
2013-10-13,17,RISE
2013-10-20,9,RISE
2013-10-27,9,RISE
2013-11-03,12,RISE
2013-11-10,14,RISE
2013-11-17,3,RISE
2013-11-24,12,RISE
2013-12-01,21,RISE
2013-12-08,21,RISE
2013-12-15,21,RISE
2013-12-22,23,RISE
2013-12-29,31,RISE
2014-01-05,20,RISE
2014-01-12,24,RISE
2014-01-19,63,RISE
2014-01-26,18,RISE
2014-02-02,20,RISE
2014-02-09,39,RISE
2014-02-16,51,RISE
2014-02-23,42,RISE
2014-03-02,100,RISE
2014-03-09,99,RISE
2014-03-16,52,RISE
2014-03-23,46,RISE
2014-03-30,32,RISE
2014-04-06,17,RISE
2014-04-13,25,RISE
2014-04-20,17,RISE
2014-04-27,19,RISE
2014-05-04,21,RISE
2014-05-11,13,RISE
2014-05-18,20,RISE
2014-05-25,26,RISE
2014-06-01,21,RISE
2014-06-08,30,RISE
2014-06-15,27,RISE
2014-06-22,44,RISE
2014-06-29,31,RISE
2014-07-06,54,RISE
2014-07-13,49,RISE
2014-07-20,36,RISE
2014-07-27,28,RISE
2014-08-03,21,RISE
2014-08-10,30,RISE
2014-08-17,21,RISE
2014-08-24,14,RISE
2014-08-31,11,RISE
2014-09-07,15,RISE
2014-09-14,8,RISE
2014-09-21,12,RISE
2014-09-28,9,RISE
2014-10-05,12,RISE
2014-04-20,3,Bombay Velvet
2014-04-27,0,Bombay Velvet
2014-05-04,0,Bombay Velvet
2014-05-11,0,Bombay Velvet
2014-05-18,3,Bombay Velvet
2014-05-25,0,Bombay Velvet
2014-06-01,0,Bombay Velvet
2014-06-08,0,Bombay Velvet
2014-06-15,4,Bombay Velvet
2014-06-22,4,Bombay Velvet
2014-06-29,0,Bombay Velvet
2014-07-06,0,Bombay Velvet
2014-07-13,7,Bombay Velvet
2014-07-20,4,Bombay Velvet
2014-07-27,11,Bombay Velvet
2014-08-03,4,Bombay Velvet
2014-08-10,3,Bombay Velvet
2014-08-17,3,Bombay Velvet
2014-08-24,3,Bombay Velvet
2014-08-31,0,Bombay Velvet
2014-09-07,3,Bombay Velvet
2014-09-14,0,Bombay Velvet
2014-09-21,0,Bombay Velvet
2014-09-28,0,Bombay Velvet
2014-10-05,0,Bombay Velvet
2014-10-12,0,Bombay Velvet
2014-10-19,3,Bombay Velvet
2014-10-26,3,Bombay Velvet
2014-11-02,3,Bombay Velvet
2014-11-09,3,Bombay Velvet
2014-11-16,0,Bombay Velvet
2014-11-23,3,Bombay Velvet
2014-11-30,0,Bombay Velvet
2014-12-07,0,Bombay Velvet
2014-12-14,0,Bombay Velvet
2014-12-21,0,Bombay Velvet
2014-12-28,7,Bombay Velvet
2015-01-04,3,Bombay Velvet
2015-01-11,0,Bombay Velvet
2015-01-18,0,Bombay Velvet
2015-01-25,9,Bombay Velvet
2015-02-01,3,Bombay Velvet
2015-02-08,19,Bombay Velvet
2015-02-15,6,Bombay Velvet
2015-02-22,3,Bombay Velvet
2015-03-01,3,Bombay Velvet
2015-03-08,19,Bombay Velvet
2015-03-15,100,Bombay Velvet
2015-03-22,25,Bombay Velvet
2015-03-29,17,Bombay Velvet
2015-04-05,3,Bombay Velvet
2015-04-12,7,Bombay Velvet
2013-08-18,0,Finding Fanny
2013-08-25,0,Finding Fanny
2013-09-01,0,Finding Fanny
2013-09-08,0,Finding Fanny
2013-09-15,0,Finding Fanny
2013-09-22,0,Finding Fanny
2013-09-29,0,Finding Fanny
2013-10-06,0,Finding Fanny
2013-10-13,0,Finding Fanny
2013-10-20,0,Finding Fanny
2013-10-27,0,Finding Fanny
2013-11-03,0,Finding Fanny
2013-11-10,0,Finding Fanny
2013-11-17,6,Finding Fanny
2013-11-24,6,Finding Fanny
2013-12-01,0,Finding Fanny
2013-12-08,0,Finding Fanny
2013-12-15,0,Finding Fanny
2013-12-22,0,Finding Fanny
2013-12-29,0,Finding Fanny
2014-01-05,0,Finding Fanny
2014-01-12,0,Finding Fanny
2014-01-19,0,Finding Fanny
2014-01-26,0,Finding Fanny
2014-02-02,0,Finding Fanny
2014-02-09,0,Finding Fanny
2014-02-16,0,Finding Fanny
2014-02-23,0,Finding Fanny
2014-03-02,0,Finding Fanny
2014-03-09,0,Finding Fanny
2014-03-16,0,Finding Fanny
2014-03-23,0,Finding Fanny
2014-03-30,6,Finding Fanny
2014-04-06,6,Finding Fanny
2014-04-13,6,Finding Fanny
2014-04-20,0,Finding Fanny
2014-04-27,0,Finding Fanny
2014-05-04,0,Finding Fanny
2014-05-11,0,Finding Fanny
2014-05-18,0,Finding Fanny
2014-05-25,0,Finding Fanny
2014-06-01,0,Finding Fanny
2014-06-08,0,Finding Fanny
2014-06-15,0,Finding Fanny
2014-06-22,0,Finding Fanny
2014-06-29,15,Finding Fanny
2014-07-06,100,Finding Fanny
2014-07-13,42,Finding Fanny
2014-07-20,7,Finding Fanny
2014-07-27,7,Finding Fanny
2014-08-03,22,Finding Fanny
2014-08-10,27,Finding Fanny
2014-05-18,31,Mustang
2014-05-25,25,Mustang
2014-06-01,16,Mustang
2014-06-08,57,Mustang
2014-06-15,67,Mustang
2014-06-22,41,Mustang
2014-06-29,9,Mustang
2014-07-06,100,Mustang
2014-07-13,57,Mustang
2014-07-20,57,Mustang
2014-07-27,33,Mustang
2014-08-03,43,Mustang
2014-08-10,57,Mustang
2014-08-17,81,Mustang
2014-08-24,24,Mustang
2014-08-31,55,Mustang
2014-09-07,61,Mustang
2014-09-14,23,Mustang
2014-09-21,39,Mustang
2014-09-28,38,Mustang
2014-10-05,15,Mustang
2014-10-12,38,Mustang
2014-10-19,46,Mustang
2014-10-26,31,Mustang
2014-11-02,45,Mustang
2014-11-09,66,Mustang
2014-11-16,53,Mustang
2014-11-23,64,Mustang
2014-11-30,29,Mustang
2014-12-07,52,Mustang
2014-12-14,63,Mustang
2014-12-21,54,Mustang
2014-12-28,25,Mustang
2015-01-04,15,Mustang
2015-01-11,37,Mustang
2015-01-18,53,Mustang
2015-01-25,22,Mustang
2015-02-01,22,Mustang
2015-02-08,50,Mustang
2015-02-15,37,Mustang
2015-02-22,50,Mustang
2015-03-01,0,Mustang
2015-03-08,60,Mustang
2015-03-15,45,Mustang
2015-03-22,58,Mustang
2015-03-29,39,Mustang
2015-04-05,61,Mustang
2015-04-12,68,Mustang
2015-04-19,38,Mustang
2015-04-26,84,Mustang
2015-05-03,39,Mustang
2015-05-10,24,Mustang
2015-05-17,48,Mustang
2014-06-22,0,Bajrangi Bhaijaan
2014-06-29,0,Bajrangi Bhaijaan
2014-07-06,0,Bajrangi Bhaijaan
2014-07-13,0,Bajrangi Bhaijaan
2014-07-20,0,Bajrangi Bhaijaan
2014-07-27,0,Bajrangi Bhaijaan
2014-08-03,0,Bajrangi Bhaijaan
2014-08-10,0,Bajrangi Bhaijaan
2014-08-17,0,Bajrangi Bhaijaan
2014-08-24,0,Bajrangi Bhaijaan
2014-08-31,0,Bajrangi Bhaijaan
2014-09-07,0,Bajrangi Bhaijaan
2014-09-14,0,Bajrangi Bhaijaan
2014-09-21,3,Bajrangi Bhaijaan
2014-09-28,0,Bajrangi Bhaijaan
2014-10-05,0,Bajrangi Bhaijaan
2014-10-12,0,Bajrangi Bhaijaan
2014-10-19,0,Bajrangi Bhaijaan
2014-10-26,3,Bajrangi Bhaijaan
2014-11-02,1,Bajrangi Bhaijaan
2014-11-09,0,Bajrangi Bhaijaan
2014-11-16,0,Bajrangi Bhaijaan
2014-11-23,0,Bajrangi Bhaijaan
2014-11-30,1,Bajrangi Bhaijaan
2014-12-07,0,Bajrangi Bhaijaan
2014-12-14,0,Bajrangi Bhaijaan
2014-12-21,0,Bajrangi Bhaijaan
2014-12-28,2,Bajrangi Bhaijaan
2015-01-04,0,Bajrangi Bhaijaan
2015-01-11,0,Bajrangi Bhaijaan
2015-01-18,3,Bajrangi Bhaijaan
2015-01-25,3,Bajrangi Bhaijaan
2015-02-01,0,Bajrangi Bhaijaan
2015-02-08,1,Bajrangi Bhaijaan
2015-02-15,3,Bajrangi Bhaijaan
2015-02-22,0,Bajrangi Bhaijaan
2015-03-01,3,Bajrangi Bhaijaan
2015-03-08,1,Bajrangi Bhaijaan
2015-03-15,0,Bajrangi Bhaijaan
2015-03-22,2,Bajrangi Bhaijaan
2015-03-29,0,Bajrangi Bhaijaan
2015-04-05,1,Bajrangi Bhaijaan
2015-04-12,4,Bajrangi Bhaijaan
2015-04-19,4,Bajrangi Bhaijaan
2015-04-26,11,Bajrangi Bhaijaan
2015-05-03,2,Bajrangi Bhaijaan
2015-05-10,12,Bajrangi Bhaijaan
2015-05-17,29,Bajrangi Bhaijaan
2015-05-24,100,Bajrangi Bhaijaan
2015-05-31,33,Bajrangi Bhaijaan
2015-06-07,34,Bajrangi Bhaijaan
2015-06-14,86,Bajrangi Bhaijaan
2014-06-22,0,Irrational Man
2014-06-29,0,Irrational Man
2014-07-06,0,Irrational Man
2014-07-13,0,Irrational Man
2014-07-20,0,Irrational Man
2014-07-27,0,Irrational Man
2014-08-03,0,Irrational Man
2014-08-10,0,Irrational Man
2014-08-17,0,Irrational Man
2014-08-24,0,Irrational Man
2014-08-31,0,Irrational Man
2014-09-07,0,Irrational Man
2014-09-14,0,Irrational Man
2014-09-21,0,Irrational Man
2014-09-28,0,Irrational Man
2014-10-05,0,Irrational Man
2014-10-12,0,Irrational Man
2014-10-19,0,Irrational Man
2014-10-26,0,Irrational Man
2014-11-02,0,Irrational Man
2014-11-09,0,Irrational Man
2014-11-16,0,Irrational Man
2014-11-23,0,Irrational Man
2014-11-30,0,Irrational Man
2014-12-07,0,Irrational Man
2014-12-14,0,Irrational Man
2014-12-21,0,Irrational Man
2014-12-28,0,Irrational Man
2015-01-04,0,Irrational Man
2015-01-11,0,Irrational Man
2015-01-18,0,Irrational Man
2015-01-25,0,Irrational Man
2015-02-01,0,Irrational Man
2015-02-08,0,Irrational Man
2015-02-15,0,Irrational Man
2015-02-22,0,Irrational Man
2015-03-01,0,Irrational Man
2015-03-08,0,Irrational Man
2015-03-15,0,Irrational Man
2015-03-22,0,Irrational Man
2015-03-29,0,Irrational Man
2015-04-05,11,Irrational Man
2015-04-12,0,Irrational Man
2015-04-19,6,Irrational Man
2015-04-26,100,Irrational Man
2015-05-03,40,Irrational Man
2015-05-10,53,Irrational Man
2015-05-17,41,Irrational Man
2015-05-24,18,Irrational Man
2015-05-31,6,Irrational Man
2015-06-07,18,Irrational Man
2015-06-14,0,Irrational Man
2014-04-20,0,Tale of Tales
2014-04-27,0,Tale of Tales
2014-05-04,0,Tale of Tales
2014-05-11,0,Tale of Tales
2014-05-18,0,Tale of Tales
2014-05-25,0,Tale of Tales
2014-06-01,0,Tale of Tales
2014-06-08,100,Tale of Tales
2014-06-15,0,Tale of Tales
2014-06-22,0,Tale of Tales
2014-06-29,0,Tale of Tales
2014-07-06,0,Tale of Tales
2014-07-13,0,Tale of Tales
2014-07-20,0,Tale of Tales
2014-07-27,0,Tale of Tales
2014-08-03,0,Tale of Tales
2014-08-10,0,Tale of Tales
2014-08-17,100,Tale of Tales
2014-08-24,0,Tale of Tales
2014-08-31,0,Tale of Tales
2014-09-07,0,Tale of Tales
2014-09-14,0,Tale of Tales
2014-09-21,94,Tale of Tales
2014-09-28,0,Tale of Tales
2014-10-05,0,Tale of Tales
2014-10-12,92,Tale of Tales
2014-10-19,0,Tale of Tales
2014-10-26,0,Tale of Tales
2014-11-02,0,Tale of Tales
2014-11-09,0,Tale of Tales
2014-11-16,0,Tale of Tales
2014-11-23,0,Tale of Tales
2014-11-30,0,Tale of Tales
2014-12-07,0,Tale of Tales
2014-12-14,0,Tale of Tales
2014-12-21,0,Tale of Tales
2014-12-28,0,Tale of Tales
2015-01-04,0,Tale of Tales
2015-01-11,0,Tale of Tales
2015-01-18,92,Tale of Tales
2015-01-25,0,Tale of Tales
2015-02-01,0,Tale of Tales
2015-02-08,88,Tale of Tales
2015-02-15,0,Tale of Tales
2015-02-22,0,Tale of Tales
2015-03-01,0,Tale of Tales
2015-03-08,0,Tale of Tales
2015-03-15,0,Tale of Tales
2015-03-22,0,Tale of Tales
2015-03-29,95,Tale of Tales
2015-04-05,0,Tale of Tales
2015-04-12,92,Tale of Tales
2014-05-18,0,Southpaw
2014-05-25,0,Southpaw
2014-06-01,0,Southpaw
2014-06-08,2,Southpaw
2014-06-15,0,Southpaw
2014-06-22,0,Southpaw
2014-06-29,0,Southpaw
2014-07-06,0,Southpaw
2014-07-13,2,Southpaw
2014-07-20,0,Southpaw
2014-07-27,0,Southpaw
2014-08-03,0,Southpaw
2014-08-10,0,Southpaw
2014-08-17,2,Southpaw
2014-08-24,0,Southpaw
2014-08-31,0,Southpaw
2014-09-07,0,Southpaw
2014-09-14,0,Southpaw
2014-09-21,2,Southpaw
2014-09-28,0,Southpaw
2014-10-05,2,Southpaw
2014-10-12,0,Southpaw
2014-10-19,2,Southpaw
2014-10-26,0,Southpaw
2014-11-02,0,Southpaw
2014-11-09,2,Southpaw
2014-11-16,0,Southpaw
2014-11-23,12,Southpaw
2014-11-30,15,Southpaw
2014-12-07,2,Southpaw
2014-12-14,4,Southpaw
2014-12-21,4,Southpaw
2014-12-28,0,Southpaw
2015-01-04,6,Southpaw
2015-01-11,8,Southpaw
2015-01-18,4,Southpaw
2015-01-25,11,Southpaw
2015-02-01,2,Southpaw
2015-02-08,5,Southpaw
2015-02-15,4,Southpaw
2015-02-22,2,Southpaw
2015-03-01,2,Southpaw
2015-03-08,4,Southpaw
2015-03-15,0,Southpaw
2015-03-22,100,Southpaw
2015-03-29,87,Southpaw
2015-04-05,77,Southpaw
2015-04-12,21,Southpaw
2015-04-19,47,Southpaw
2015-04-26,62,Southpaw
2015-05-03,100,Southpaw
2015-05-10,50,Southpaw
2014-08-17,0,Sicario
2014-08-24,0,Sicario
2014-08-31,0,Sicario
2014-09-07,0,Sicario
2014-09-14,0,Sicario
2014-09-21,0,Sicario
2014-09-28,0,Sicario
2014-10-05,0,Sicario
2014-10-12,4,Sicario
2014-10-19,0,Sicario
2014-10-26,0,Sicario
2014-11-02,0,Sicario
2014-11-09,0,Sicario
2014-11-16,0,Sicario
2014-11-23,0,Sicario
2014-11-30,0,Sicario
2014-12-07,0,Sicario
2014-12-14,0,Sicario
2014-12-21,0,Sicario
2014-12-28,0,Sicario
2015-01-04,0,Sicario
2015-01-11,0,Sicario
2015-01-18,0,Sicario
2015-01-25,0,Sicario
2015-02-01,0,Sicario
2015-02-08,0,Sicario
2015-02-15,4,Sicario
2015-02-22,0,Sicario
2015-03-01,4,Sicario
2015-03-08,4,Sicario
2015-03-15,4,Sicario
2015-03-22,0,Sicario
2015-03-29,0,Sicario
2015-04-05,0,Sicario
2015-04-12,4,Sicario
2015-04-19,0,Sicario
2015-04-26,0,Sicario
2015-05-03,4,Sicario
2015-05-10,12,Sicario
2015-05-17,20,Sicario
2015-05-24,21,Sicario
2015-05-31,16,Sicario
2015-06-07,13,Sicario
2015-06-14,100,Sicario
2015-06-21,87,Sicario
2015-06-28,22,Sicario
2015-07-05,33,Sicario
2015-07-12,21,Sicario
2015-07-19,8,Sicario
2015-07-26,25,Sicario
2015-08-02,41,Sicario
2015-08-09,58,Sicario
2015-08-16,48,Sicario
2014-07-06,0,Best of Enemies
2014-07-13,0,Best of Enemies
2014-07-20,0,Best of Enemies
2014-07-27,0,Best of Enemies
2014-08-03,0,Best of Enemies
2014-08-10,0,Best of Enemies
2014-08-17,0,Best of Enemies
2014-08-24,0,Best of Enemies
2014-08-31,0,Best of Enemies
2014-09-07,0,Best of Enemies
2014-09-14,0,Best of Enemies
2014-09-21,0,Best of Enemies
2014-09-28,0,Best of Enemies
2014-10-05,0,Best of Enemies
2014-10-12,0,Best of Enemies
2014-10-19,0,Best of Enemies
2014-10-26,0,Best of Enemies
2014-11-02,0,Best of Enemies
2014-11-09,0,Best of Enemies
2014-11-16,0,Best of Enemies
2014-11-23,0,Best of Enemies
2014-11-30,0,Best of Enemies
2014-12-07,0,Best of Enemies
2014-12-14,0,Best of Enemies
2014-12-21,55,Best of Enemies
2014-12-28,0,Best of Enemies
2015-01-04,46,Best of Enemies
2015-01-11,0,Best of Enemies
2015-01-18,0,Best of Enemies
2015-01-25,0,Best of Enemies
2015-02-01,0,Best of Enemies
2015-02-08,0,Best of Enemies
2015-02-15,0,Best of Enemies
2015-02-22,0,Best of Enemies
2015-03-01,44,Best of Enemies
2015-03-08,0,Best of Enemies
2015-03-15,0,Best of Enemies
2015-03-22,0,Best of Enemies
2015-03-29,0,Best of Enemies
2015-04-05,0,Best of Enemies
2015-04-12,0,Best of Enemies
2015-04-19,46,Best of Enemies
2015-04-26,0,Best of Enemies
2015-05-03,0,Best of Enemies
2015-05-10,0,Best of Enemies
2015-05-17,0,Best of Enemies
2015-05-24,50,Best of Enemies
2015-05-31,0,Best of Enemies
2015-06-07,50,Best of Enemies
2015-06-14,100,Best of Enemies
2015-06-21,50,Best of Enemies
2015-06-28,0,Best of Enemies
2014-11-30,0,Anomalisa
2014-12-07,0,Anomalisa
2014-12-14,0,Anomalisa
2014-12-21,0,Anomalisa
2014-12-28,0,Anomalisa
2015-01-04,0,Anomalisa
2015-01-11,0,Anomalisa
2015-01-18,0,Anomalisa
2015-01-25,0,Anomalisa
2015-02-01,0,Anomalisa
2015-02-08,0,Anomalisa
2015-02-15,0,Anomalisa
2015-02-22,0,Anomalisa
2015-03-01,0,Anomalisa
2015-03-08,0,Anomalisa
2015-03-15,0,Anomalisa
2015-03-22,0,Anomalisa
2015-03-29,0,Anomalisa
2015-04-05,0,Anomalisa
2015-04-12,0,Anomalisa
2015-04-19,0,Anomalisa
2015-04-26,0,Anomalisa
2015-05-03,0,Anomalisa
2015-05-10,0,Anomalisa
2015-05-17,0,Anomalisa
2015-05-24,0,Anomalisa
2015-05-31,0,Anomalisa
2015-06-07,0,Anomalisa
2015-06-14,0,Anomalisa
2015-06-21,0,Anomalisa
2015-06-28,0,Anomalisa
2015-07-05,0,Anomalisa
2015-07-12,0,Anomalisa
2015-07-19,0,Anomalisa
2015-07-26,0,Anomalisa
2015-08-02,0,Anomalisa
2015-08-09,7,Anomalisa
2015-08-16,0,Anomalisa
2015-08-23,0,Anomalisa
2015-08-30,25,Anomalisa
2015-09-06,32,Anomalisa
2015-09-13,80,Anomalisa
2015-09-20,60,Anomalisa
2015-09-27,54,Anomalisa
2015-10-04,48,Anomalisa
2015-10-11,42,Anomalisa
2015-10-18,24,Anomalisa
2015-10-25,18,Anomalisa
2015-11-01,100,Anomalisa
2015-11-08,24,Anomalisa
2015-11-15,41,Anomalisa
2015-11-22,64,Anomalisa
